disease,subtype,species,population,source,external_id,occurred_at,admin_level_1,admin_level_2,admin_level_3,latitude,longitude,cases,deaths,susceptible,distance_km,relevance_score,priority
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-7dysp,2026-05-12,Kujawsko-Pomorskie,Wąbrzeźno,Płużnica,53.340509,18.787415,2.0,2.0,,1073.97,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-eaiwo,2026-05-12,Warmińsko-Mazurskie,Nidzica,Kozłowo,53.449973,20.293835,1.0,,,1162.75,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-265cj,2026-05-12,Warmińsko-Mazurskie,Nidzica,Kozłowo,53.46225,20.243257,1.0,,,1160.7,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,FR-HPAI(P)-2026-slr97,2026-05-12,Haute-Garonne,,,43.881546,1.43354,,150.0,12000.0,579.91,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-yuuod,2026-05-12,Liguria,Savona,Piana Crixia,44.514071,8.247437,1.0,1.0,,277.67,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-e7kmx,2026-05-12,Liguria,Savona,Piana Crixia,44.498367,8.279999,1.0,1.0,,279.95,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-9uz5z,2026-05-12,Lesvos,Lesvos,,39.255147,26.265835,80.0,0.0,300.0,1744.55,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-3k6b8,2026-05-12,Mazowieckie,Żuromin,Żuromin,53.039535,19.887058,25040.0,400.0,25040.0,1115.26,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep/goats (mixed herd),,adis,GR-FMD-2026-0ifl0,2026-05-12,Lesvos,Lesvos,,39.318927,26.322749,45.0,0.0,80.0,1744.44,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep/goats (mixed herd),,adis,GR-FMD-2026-u6w0c,2026-05-12,Lesvos,Lesvos,,39.246834,26.255722,0.0,0.0,5.0,1744.37,,
Sheep pox and goat pox,,Sheep,,adis,GR-CAPRIPOX-2026-oo95l,2026-05-12,Ilia,Pyrgos,,37.627333,21.478365,1.0,0.0,6.0,1546.94,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-k6ccd,2026-05-12,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,50.99,8.04,1.0,1.0,,451.52,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-126ot,2026-05-12,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.0,8.05,1.0,1.0,,452.7,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-p5fzs,2026-05-12,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,50.99,8.04,1.0,1.0,,451.52,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-mp59y,2026-05-12,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.0,8.05,1.0,1.0,,452.7,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-uf4fy,2026-05-12,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.0,8.05,1.0,1.0,,452.7,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-xut9e,2026-05-12,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,50.99,8.05,1.0,1.0,,451.59,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-azyw5,2026-05-12,Nordrhein-Westfalen,Siegen-Wittgenstein,Erndtebrück,51.007,8.204,1.0,1.0,,454.7,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-64y7v,2026-05-12,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.0,8.05,1.0,1.0,,452.7,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,RO-ASF-2026-xk7r1,2026-05-12,Bacău,Magiresti,,46.539452,26.530351,1.0,,,1451.2,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,MD-ASF-2026-27vys,2026-05-12,Leova,,,46.60697,28.24971,1.0,,,1579.9,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-g41ub,2026-05-12,Dienvidkurzemes,Embūtes pagasts,,56.508074,21.715762,1.0,0.0,,1442.1,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-54d9w,2026-05-12,Cēsu,Priekuļu pagasts,,57.309257,25.482372,1.0,0.0,,1676.47,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-ve1pz,2026-05-12,Tukuma,Jaunpils pagasts,,56.763252,22.99521,1.0,0.0,,1520.1,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-ywunm,2026-05-12,Saldus,Jaunauces pagasts,,56.439878,22.590848,1.0,0.0,,1478.19,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-wtnl0,2026-05-12,Saldus,Jaunauces pagasts,,56.46172,22.579581,1.0,0.0,,1479.19,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-5oplq,2026-05-12,Tukuma,Pūres pagasts,,57.091036,22.954748,1.0,0.0,,1541.56,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-kqx2o,2026-05-13,Pomorskie,Gdańsk,Kolbudy,54.27709,18.525442,1.0,1.0,,1126.71,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-sskux,2026-05-13,Pomorskie,Gdańsk (City),Gdańsk,54.305922,18.601126,1.0,1.0,,1132.51,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-kotvc,2026-05-13,Telšiai,Mažeikių,,56.32492,21.962286,1.0,,,1440.25,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-9bq7m,2026-05-13,Utenos,Anykščių,,55.544535,24.780319,1.0,,,1532.02,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-1uqki,2026-05-13,Panevezio,Panevėžio,,55.572941,24.562272,4.0,4.0,,1522.0,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-oup34,2026-05-13,Panevezio,Panevėžio,,55.576075,24.537288,1.0,1.0,,1520.85,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-0fftl,2026-05-13,Panevezio,Panevėžio,,55.574257,24.542175,2.0,2.0,,1521.0,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-titb4,2026-05-13,Panevezio,Panevėžio,,55.592059,24.54562,1.0,1.0,,1522.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-icxy9,2026-05-13,Šiauliai,Šiaulių,,55.863163,23.377564,1.0,1.0,,1478.11,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-m2ara,2026-05-13,Utenos,Ignalinos,,55.497524,26.204811,1.0,1.0,,1607.17,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-shvom,2026-05-13,Hamburg,Hamburg,Hamburg,53.58,10.03,1.0,1.0,,759.82,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-51nvr,2026-05-13,Hamburg,Hamburg,Hamburg,53.57,9.99,1.0,1.0,,758.06,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-0xjvs,2026-05-13,Hamburg,Hamburg,Hamburg,53.57,10.008,1.0,1.0,,758.37,,
HPAI(NON-P) in Wild Birds,H5N1,Branta leucopsis,wild,adis,DE-HPAI(NON-P)-2026-nqg4e,2026-05-13,Hamburg,Hamburg,Hamburg,53.92,8.49,1.0,1.0,,778.74,,
HPAI(NON-P) in Wild Birds,H5N1,Branta bernicla,wild,adis,DE-HPAI(NON-P)-2026-364i1,2026-05-13,Hamburg,Hamburg,Hamburg,53.92,8.5,1.0,1.0,,778.8,,
HPAI(NON-P) in Wild Birds,H5N1,Branta leucopsis,wild,adis,DE-HPAI(NON-P)-2026-54n9n,2026-05-13,Hamburg,Hamburg,Hamburg,53.92,8.49,1.0,1.0,,778.74,,
HPAI(NON-P) in Wild Birds,H5N1,Branta bernicla,wild,adis,DE-HPAI(NON-P)-2026-8fv4x,2026-05-13,Hamburg,Hamburg,Hamburg,53.92,8.49,1.0,1.0,,778.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-6kwna,2026-05-13,Lubuskie,Strzelce-Drezdenko,Dobiegniew,52.962904,15.617202,1.0,1.0,,887.11,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-xwhhg,2026-05-13,Świętokrzyskie,Starachowice,Wąchock,51.092134,20.998113,1.0,,,1088.13,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-ms3w8,2026-05-13,Kujawsko-Pomorskie,Bydgoszcz,Dąbrowa Chełmińska,53.219521,18.300985,1.0,1.0,,1040.09,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,PL-HPAI(NON-P)-2026-wpa1j,2026-05-13,Zachodniopomorskie,Kołobrzeg,Dygowo,54.098584,15.847327,1.0,1.0,,990.94,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-8q77q,2026-05-13,Baranya,Sellye,,45.836457,17.91351,1.0,,,811.51,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-wuvfc,2026-05-13,Baranya,Sellye,,45.832154,17.936667,1.0,,,813.36,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-frqxr,2026-05-13,Pest,Pilisvörösvár,,47.61423,18.793857,1.0,,,858.34,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-d3l80,2026-05-13,Komárom-Esztergom,Tatabánya,,47.643271,18.469244,1.0,,,834.08,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-8rc17,2026-05-13,Komárom-Esztergom,Tatabánya,,47.622645,18.482944,1.0,,,835.06,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-59jyv,2026-05-13,Szabolcs-Szatmár-Bereg,Mátészalka,,47.745754,22.344901,1.0,,,1124.14,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-4gp7p,2026-05-13,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.01,8.09,1.0,1.0,,454.1,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-44hxl,2026-05-13,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.002,8.17,1.0,1.0,,453.85,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-8ia76,2026-05-13,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.0,8.055,1.0,1.0,,452.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-f91yk,2026-05-13,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,50.98,8.06,1.0,1.0,,450.56,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-v59ys,2026-05-13,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.01,8.08,1.0,1.0,,454.02,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-m77db,2026-05-13,Nordrhein-Westfalen,Siegen-Wittgenstein,Kreuztal,50.99,7.98,1.0,1.0,,451.13,,
HPAI(NON-P) in Wild Birds,H5N1,,wild,adis,NL-HPAI(NON-P)-2026-7lj6f,2026-05-13,Utrecht,Amerongen,,52.016311,5.450367,1.0,1.0,,581.68,,
HPAI(NON-P) in Wild Birds,H5N1,Ciconia ciconia,wild,adis,PL-HPAI(NON-P)-2026-yh3t5,2026-05-13,Mazowieckie,Przysucha,Potworów,51.48126,20.782343,1.0,1.0,,1089.67,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-9wvn4,2026-05-13,Larnaca,,,35.050193,33.507389,45.0,,1226.0,2537.93,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,PL-ND-2026-hn8q3,2026-05-13,Wielkopolskie,Poznań,Stęszew,52.267356,16.686857,12517.0,688.0,12517.0,889.33,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-s010h,2026-05-13,Pomorskie,Bytów,Studzienice,,,80.0,16.0,80.0,,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-2sa78,2026-05-13,Pomorskie,Sztum,Sztum,,,44.0,14.0,44.0,,,
HPAI(NON-P) in Wild Birds,H5N1,Ciconia ciconia,wild,adis,PL-HPAI(NON-P)-2026-n8cih,2026-05-13,Warmińsko-Mazurskie,Iława,Zalewo,53.850533,19.593006,1.0,1.0,,1150.53,,
HPAI(NON-P) in Wild Birds,H5N1,Corvus monedula,wild,adis,PL-HPAI(NON-P)-2026-5h72h,2026-05-13,Mazowieckie,Żuromin,Żuromin,53.080957,19.880009,2.0,2.0,,1117.34,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-6l6lt,2026-05-13,Lesvos,Lesvos,,39.2092,26.312443,85.0,0.0,400.0,1750.78,,
A.S.F. in domestic pigs,,Swine,,adis,RO-ASF-2026-dqmkt,2026-05-13,Sălaj,Almasu,,46.938558,23.143469,3.0,3.0,3.0,1189.58,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-5ozww,2026-05-13,Warmińsko-Mazurskie,Nowe Miasto,Kurzętnik,53.392697,19.53445,42160.0,1101.0,42160.0,1117.52,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-3wfbk,2026-05-13,Lubelskie,Biała Podlaska,Międzyrzec Podlaski (rural),52.03262,22.735564,5000.0,94.0,5000.0,1237.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,MD-ASF-2026-ittp7,2026-05-13,Nisporeni,,,47.058677,28.07283,1.0,,,1559.54,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,EE-ASF-2026-bhnio,2026-05-13,Rapla,Juuru,Järlepa,59.148813,24.896931,1.0,1.0,,1778.17,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-dytdl,2026-05-13,Kujawsko-Pomorskie,Mogilno,Jeziora Wielkie,,,151.0,24.0,151.0,,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-3m3wg,2026-05-13,Kujawsko-Pomorskie,Żnin,Żnin,,,49.0,6.0,49.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,RO-ASF-2026-eiyps,2026-05-13,Mureș,Gornesti,,46.655,24.69767,2.0,2.0,,1310.78,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-n5zap,2026-05-14,Alytaus,Varėnos,,54.346983,24.661283,1.0,,,1460.2,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-9eths,2026-05-14,Mazowieckie,Lipsko,Rzeczniów,51.08213,21.330351,24.0,24.0,,1109.65,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-0olqy,2026-05-14,Podkarpackie,Łańcut,Markowa,50.006014,22.291835,2.0,2.0,,1143.61,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-czyfq,2026-05-14,Podlaskie,Białystok,Juchnowiec Kościelny,53.086959,23.19032,1.0,1.0,,1311.54,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-jfgnv,2026-05-14,Podlaskie,Białystok,Juchnowiec Kościelny,53.067695,23.155167,1.0,1.0,,1308.5,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-m53b8,2026-05-14,Zachodniopomorskie,Drawsko,Kalisz Pomorski,53.38091,15.941437,5.0,5.0,,935.57,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-8p1l2,2026-05-14,Zachodniopomorskie,Drawsko,Kalisz Pomorski,53.387589,15.940918,3.0,3.0,,936.08,,
Rabies virus (Inf. with),RABV,Cats,,adis,RO-RABIES-2026-413au,2026-05-14,Vrancea,Tulnici,,45.919866,26.651342,,,1.0,1472.41,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-29f9x,2026-05-14,Podkarpackie,Jarosław,Pruchnik,49.879108,22.456863,1.0,,,1152.47,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-v2xmp,2026-05-14,Podkarpackie,Jarosław,Pruchnik,49.864065,22.451488,1.0,,,1151.78,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-4dit2,2026-05-14,Nógrád,Rétság,,47.853879,19.102356,1.0,1.0,,882.11,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-180bl,2026-05-14,Baranya,Siklós,,45.848548,18.404593,1.0,,,848.38,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-x1a6a,2026-05-14,Baranya,Mohács,,45.912359,18.527479,1.0,,,856.21,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-3sx4o,2026-05-14,Komárom-Esztergom,Tatabánya,,47.559308,18.423989,1.0,1.0,,830.53,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,RO-ASF-2026-bg5sa,2026-05-14,Sălaj,Hida,,47.102754,23.3725,1.0,,,1205.14,,
Sheep pox and goat pox,,Sheep/goats (mixed herd),,adis,GR-CAPRIPOX-2026-ru1x3,2026-05-14,Pieria,Katerini,,40.345116,22.48253,,,,1411.57,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-hj3uy,2026-05-14,Dobeles,Naudītes pagasts,,56.594617,23.099053,1.0,0.0,,1513.27,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-xdq82,2026-05-14,Tukuma,Pūres pagasts,,57.039164,22.978407,1.0,0.0,,1538.92,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-ucxzt,2026-05-14,Talsu,Balgales pagasts,,57.134877,22.852594,1.0,0.0,,1540.04,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,,poultry,adis,NL-HPAI(P)-2026-aopg3,2026-05-14,Flevoland,Dronten,,52.4124,5.657896,50.0,0.0,51562.0,621.05,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HR-ASF-2026-oc7ca,2026-05-14,Osjecko-Baranjska,Viljevo,,45.731339,18.112499,1.0,,,829.15,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HR-ASF-2026-67uch,2026-05-14,Osjecko-Baranjska,Viljevo,,45.699901,18.104154,1.0,,,829.33,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-w04sj,2026-05-14,Wielkopolskie,Oborniki,Oborniki,,,128.0,10.0,128.0,,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-lfze8,2026-05-14,Wielkopolskie,Jarocin,Kotlin,51.923153,17.611364,17365.0,485.0,17365.0,918.51,,
A.S.F. in domestic pigs,,Swine,,adis,RO-ASF-2026-gexvi,2026-05-14,Satu Mare,Turt,,48.003434,23.187211,2.0,1.0,2.0,1186.67,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-0sc7d,2026-05-15,Vilniaus,Švenčionių,,55.26982,26.081681,1.0,1.0,,1588.37,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-r2d2q,2026-05-15,Panevezio,Panevėžio,,55.594247,24.192841,2.0,2.0,,1503.64,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-jkd84,2026-05-15,Šiauliai,Radviliškio,,55.72674,24.055542,2.0,2.0,,1504.48,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-dgfmg,2026-05-15,Panevezio,Panevėžio,,55.733022,24.05309,1.0,1.0,,1504.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-yo0ww,2026-05-15,Panevezio,Panevėžio,,55.731595,24.08001,1.0,1.0,,1506.05,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-dkv74,2026-05-15,Panevezio,Panevėžio,,55.732974,24.054016,1.0,1.0,,1504.78,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-7snx0,2026-05-15,Panevezio,Panevėžio,,55.623042,24.17826,1.0,1.0,,1504.61,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-pkrzz,2026-05-15,Panevezio,Panevėžio,,55.631592,24.18379,1.0,1.0,,1505.42,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-hmgdm,2026-05-15,Panevezio,Panevėžio,,55.632381,24.173044,1.0,1.0,,1504.9,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-24qfv,2026-05-15,Panevezio,Panevėžio,,55.63402,24.177592,1.0,1.0,,1505.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-7vhke,2026-05-15,Panevezio,Panevėžio,,55.695715,24.065312,1.0,1.0,,1503.09,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-zwq1b,2026-05-15,Świętokrzyskie,Ostrowiec,Bodzechów,50.91426,21.485349,2.0,2.0,,1114.03,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-k0wn1,2026-05-15,Zachodniopomorskie,Gryfino,Chojna,53.039438,14.561665,2.0,2.0,,846.13,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-zbfd4,2026-05-15,Sachsen,Görlitz,Markersdorf,51.153,14.84,1.0,1.0,,712.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-3py7i,2026-05-15,Sachsen,Görlitz,Reichenbach/O.L.,51.15,14.83,1.0,1.0,,711.98,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-3g59e,2026-05-15,Sachsen,Görlitz,Diehsa,51.203,14.83,1.0,1.0,,715.64,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,DE-ND-2026-6m3vl,2026-05-15,Bayern,Mühldorf am Inn,Buchbach,48.31,12.31,500.0,500.0,30000.0,394.52,,
Rabies virus (Inf. with),RABV,Dogs,,adis,RO-RABIES-2026-vc1vi,2026-05-15,Iași,Barnova,,47.103473,27.627673,1.0,,2.0,1525.47,,
Sheep pox and goat pox,,Sheep,,adis,RO-CAPRIPOX-2026-vvdv5,2026-05-15,Mureș,Zau De Campie,,46.582016,24.191773,830.0,15.0,830.0,1273.6,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-h5l47,2026-05-15,Komárom-Esztergom,Tatabánya,,47.610569,18.540979,1.0,,,839.38,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-1ypii,2026-05-15,Komárom-Esztergom,Tatabánya,,47.649317,18.488202,1.0,,,835.51,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-f6jlq,2026-05-15,Pest,Vác,,47.855118,18.97183,1.0,,,872.38,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-daeq4,2026-05-15,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.109,8.36,1.0,1.0,,467.43,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-qtunk,2026-05-15,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.109,8.36,1.0,1.0,,467.43,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-57xlp,2026-05-15,Nordrhein-Westfalen,Siegen-Wittgenstein,Kreuztal,50.97,7.98,1.0,1.0,,448.91,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-nc22u,2026-05-15,Nordrhein-Westfalen,Siegen-Wittgenstein,Netphen,50.903,8.18,1.0,0.0,,443.02,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-1jbgu,2026-05-15,Nordrhein-Westfalen,Siegen-Wittgenstein,Netphen,50.903,8.18,1.0,0.0,,443.02,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-ne0yi,2026-05-15,Nordrhein-Westfalen,Siegen-Wittgenstein,Netphen,50.903,8.18,1.0,0.0,,443.02,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-4fck4,2026-05-15,Nordrhein-Westfalen,Siegen-Wittgenstein,Netphen,50.903,8.18,1.0,1.0,,443.02,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-viyxg,2026-05-15,Nordrhein-Westfalen,Siegen-Wittgenstein,Netphen,50.903,8.18,1.0,1.0,,443.02,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-k1s8f,2026-05-15,Nordrhein-Westfalen,Siegen-Wittgenstein,Netphen,50.903,8.18,1.0,1.0,,443.02,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-x1fk2,2026-05-15,Nordrhein-Westfalen,Siegen-Wittgenstein,Netphen,50.903,8.18,1.0,1.0,,443.02,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-vzsnq,2026-05-15,Nordrhein-Westfalen,Siegen-Wittgenstein,Netphen,50.903,8.18,1.0,1.0,,443.02,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-jw39y,2026-05-15,Zachodniopomorskie,Gryfino,Gryfino,,,70.0,10.0,70.0,,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-ucpub,2026-05-15,Mazowieckie,Żuromin,Lutocin,52.995751,19.75952,37560.0,100.0,37560.0,1105.45,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HR-ASF-2026-vf671,2026-05-15,Osjecko-Baranjska,Magadenovac,,45.691358,18.083228,1.0,,,827.97,,
HPAI(NON-P) in Wild Birds,H5N1,Branta leucopsis,wild,adis,EE-HPAI(NON-P)-2026-y922z,2026-05-15,Harju,Jõelähtme,Loo (Alevik),59.432815,24.932268,1.0,,,1800.92,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-d422r,2026-05-15,Wielkopolskie,Ostrów Wielkopolski,Raszków,51.690551,17.772876,4343.0,50.0,4343.0,914.18,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-lbf65,2026-05-15,Wielkopolskie,Pleszew,Gołuchów,51.872737,17.858351,44086.0,110.0,44086.0,929.79,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-282e4,2026-05-15,Pomorskie,Człuchów,Przechlewo,,,33.0,6.0,33.0,,,
